subscription_id,account_id,start_date,end_date,plan_tier_x,seats_x,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,industry,country,plan_tier_y,seats_y,signup_date,referral_source,is_trial_y,usage_count,usage_duration_secs,error_count,is_beta_feature,total_tickets,resolution_time_hours,satisfaction_score,reason_code,feedback_text,Churned,signup_month,tenure_months
S-551502,A-bb1486,2024-12-09,2026-02-12 22:02:11.429868,Basic,41,779,9348,False,False,False,False,monthly,False,HealthTech,US,Basic,41,2024-11-05,organic,False,45.0,11387.0,3.0,1.0,3.0,11.0,3.0,budget,switched to competitor,0,2024-11,14.333333333333334
S-007e2c,A-cb5333,2024-09-06,2026-02-12 22:02:11.429868,Pro,33,1617,19404,False,False,False,False,monthly,False,DevTools,US,Pro,33,2024-03-26,ads,False,49.0,12922.0,0.0,2.0,4.0,30.75,3.0,features,too expensive,0,2024-03,17.466666666666665
S-3e0991,A-9174e0,2024-12-07,2024-12-14 00:00:00.000000,Enterprise,37,7363,88356,False,False,False,True,monthly,False,Cybersecurity,US,Basic,37,2024-12-04,partner,False,26.0,2580.0,0.0,0.0,2.0,39.0,5.0,Active,No feedback,1,2024-12,0.23333333333333334
S-fe0bc0,A-692f18,2024-03-29,2026-02-12 22:02:11.429868,Enterprise,29,5771,69252,False,False,False,False,monthly,True,EdTech,US,Basic,5,2024-03-28,other,True,30.0,12172.0,3.0,1.0,2.0,37.5,5.0,support,switched to competitor,0,2024-03,22.833333333333332
S-ed76ff,A-1e1b80,2024-03-28,2026-02-12 22:02:11.429868,Enterprise,50,9950,119400,False,False,False,False,monthly,True,FinTech,CA,Enterprise,50,2023-09-12,other,False,33.0,10842.0,1.0,0.0,6.0,43.0,3.2,features,switched to competitor,0,2023-09,22.866666666666667
S-c8d680,A-558c72,2024-01-16,2024-02-03 00:00:00.000000,Enterprise,12,2388,28656,False,False,False,True,monthly,True,FinTech,US,Basic,12,2023-06-01,organic,False,56.0,5979.0,4.0,0.0,4.0,64.25,4.5,support,switched to competitor,1,2023-06,0.6
S-8b1b5a,A-592832,2024-12-17,2026-02-12 22:02:11.429868,Pro,18,882,10584,False,False,False,False,annual,True,Cybersecurity,US,Basic,18,2024-09-25,organic,False,31.0,10551.0,1.0,0.0,3.0,32.666666666666664,5.0,support,switched to competitor,0,2024-09,14.066666666666666
S-c0d979,A-3932db,2024-09-19,2026-02-12 22:02:11.429868,Enterprise,19,0,0,True,False,False,False,annual,True,HealthTech,CA,Pro,19,2023-10-04,other,True,78.0,18847.0,9.0,0.0,6.0,41.0,4.333333333333333,Active,No feedback,0,2023-10,17.033333333333335
S-a8ae52,A-fda07f,2024-10-10,2026-02-12 22:02:11.429868,Enterprise,26,0,0,True,False,True,False,annual,False,Cybersecurity,FR,Basic,7,2024-08-11,partner,False,48.0,22643.0,0.0,0.0,5.0,17.8,4.0,support,missing features,0,2024-08,16.333333333333332
S-05aaef,A-883b7d,2024-08-03,2026-02-12 22:02:11.429868,Pro,22,0,0,True,False,False,False,annual,True,Cybersecurity,IN,Basic,17,2024-03-28,other,False,89.0,29895.0,5.0,0.0,7.0,25.571428571428573,3.6,Active,No feedback,0,2024-03,18.6
S-a14d4b,A-8b0451,2024-10-05,2026-02-12 22:02:11.429868,Pro,43,2107,25284,False,False,False,False,annual,False,FinTech,UK,Enterprise,41,2024-09-16,event,False,50.0,20251.0,6.0,0.0,7.0,26.571428571428573,3.5,budget,too expensive,0,2024-09,16.5
S-f97537,A-0aaf6e,2024-06-16,2026-02-12 22:02:11.429868,Pro,37,1813,21756,False,False,False,False,monthly,False,FinTech,US,Enterprise,3,2024-05-11,organic,False,28.0,8286.0,7.0,1.0,5.0,45.0,4.0,Active,No feedback,0,2024-05,20.2
S-d6dc7a,A-0e966d,2024-10-02,2026-02-12 22:02:11.429868,Pro,11,539,6468,False,False,False,False,monthly,False,FinTech,IN,Basic,11,2024-06-25,ads,False,92.0,17458.0,5.0,1.0,3.0,31.666666666666668,4.5,Active,No feedback,0,2024-06,16.6
S-ca6962,A-22d9d2,2024-04-01,2024-09-01 00:00:00.000000,Pro,58,2842,34104,False,True,False,True,monthly,True,DevTools,FR,Pro,8,2024-03-22,event,False,85.0,29312.0,4.0,1.0,6.0,16.0,4.0,pricing,No feedback,1,2024-03,5.1
S-1f4c01,A-c42f1f,2024-11-22,2026-02-12 22:02:11.429868,Pro,12,588,7056,False,False,False,False,monthly,False,HealthTech,US,Pro,8,2024-07-28,other,False,45.0,8527.0,7.0,0.0,9.0,31.333333333333332,4.0,Active,No feedback,0,2024-07,14.9
S-d6f7cd,A-bd4513,2024-11-14,2026-02-12 22:02:11.429868,Enterprise,50,9950,119400,False,False,False,False,annual,True,DevTools,AU,Enterprise,50,2024-11-06,event,True,35.0,14339.0,0.0,0.0,3.0,42.0,4.666666666666667,features,switched to competitor,0,2024-11,15.166666666666666
S-c847dc,A-22f2df,2024-12-26,2026-02-12 22:02:11.429868,Pro,6,0,0,True,False,False,False,annual,False,DevTools,US,Basic,3,2024-12-14,ads,False,57.0,9802.0,2.0,1.0,5.0,44.8,5.0,Active,No feedback,0,2024-12,13.766666666666667
S-dbe1b3,A-40906c,2024-11-13,2026-02-12 22:02:11.429868,Pro,92,4508,54096,False,False,False,False,annual,True,EdTech,US,Basic,92,2024-03-27,ads,False,32.0,13682.0,3.0,0.0,5.0,29.2,3.75,Active,No feedback,0,2024-03,15.2
S-26593b,A-328bd0,2024-05-22,2026-02-12 22:02:11.429868,Pro,37,1813,21756,False,True,False,False,annual,True,HealthTech,AU,Enterprise,18,2023-05-16,partner,False,77.0,24111.0,7.0,0.0,5.0,46.0,3.6666666666666665,Active,No feedback,0,2023-05,21.033333333333335
S-7d66fb,A-bb3bd4,2024-08-18,2026-02-12 22:02:11.429868,Basic,23,437,5244,False,False,False,False,monthly,True,HealthTech,US,Basic,23,2024-01-27,ads,False,74.0,30513.0,4.0,0.0,11.0,32.72727272727273,4.142857142857143,unknown,missing features,0,2024-01,18.1
S-4206eb,A-7df7a7,2023-09-07,2026-02-12 22:02:11.429868,Enterprise,13,2587,31044,False,False,False,False,monthly,True,DevTools,US,Basic,7,2023-01-28,organic,False,96.0,32232.0,3.0,2.0,3.0,28.0,4.0,budget,missing features,0,2023-01,29.633333333333333
S-b998a9,A-fce879,2024-10-18,2026-02-12 22:02:11.429868,Enterprise,10,1990,23880,False,False,False,False,annual,True,EdTech,UK,Pro,10,2024-09-24,partner,True,80.0,35218.0,1.0,0.0,2.0,28.0,4.0,features,switched to competitor,0,2024-09,16.066666666666666
S-040f03,A-31ab9a,2024-10-26,2026-02-12 22:02:11.429868,Enterprise,14,2786,33432,False,False,False,False,annual,True,FinTech,DE,Pro,3,2024-03-03,organic,False,27.0,5285.0,3.0,0.0,7.0,43.142857142857146,3.5,competitor,too expensive,0,2024-03,15.8
S-440dde,A-8e47ca,2024-07-21,2026-02-12 22:02:11.429868,Basic,19,361,4332,False,False,False,False,annual,True,HealthTech,US,Pro,19,2024-02-15,organic,False,49.0,7927.0,5.0,0.0,5.0,33.4,4.0,competitor,missing features,0,2024-02,19.033333333333335
S-9a85ab,A-a8b49c,2024-06-02,2026-02-12 22:02:11.429868,Basic,30,570,6840,False,False,False,False,annual,True,Cybersecurity,UK,Basic,7,2023-10-06,partner,False,54.0,18550.0,4.0,0.0,1.0,72.0,4.0,features,missing features,0,2023-10,20.666666666666668
S-778c7e,A-544d0a,2024-12-19,2026-02-12 22:02:11.429868,Enterprise,2,398,4776,False,True,False,False,annual,False,DevTools,US,Basic,2,2024-05-02,organic,True,55.0,19442.0,6.0,0.0,2.0,38.5,4.0,Active,No feedback,0,2024-05,14.0
S-138c41,A-00cac8,2023-12-26,2026-02-12 22:02:11.429868,Basic,19,361,4332,False,False,False,False,annual,True,HealthTech,AU,Enterprise,8,2023-09-15,organic,True,89.0,26336.0,4.0,2.0,2.0,33.0,4.0,Active,No feedback,0,2023-09,25.966666666666665
S-109e0c,A-f51f16,2024-03-14,2026-02-12 22:02:11.429868,Enterprise,10,1990,23880,False,True,False,False,annual,True,HealthTech,US,Enterprise,1,2023-12-25,partner,False,54.0,22616.0,0.0,0.0,4.0,29.25,3.0,competitor,too expensive,0,2023-12,23.333333333333332
S-8e5be7,A-5ed98d,2024-11-01,2026-02-12 22:02:11.429868,Pro,24,1176,14112,False,False,False,False,monthly,True,DevTools,US,Basic,24,2024-06-22,partner,False,24.0,6896.0,1.0,0.0,5.0,35.8,5.0,features,missing features,0,2024-06,15.6
S-497428,A-cc8c8f,2024-10-07,2026-02-12 22:02:11.429868,Basic,23,437,5244,False,False,False,False,monthly,True,DevTools,US,Enterprise,23,2024-06-16,ads,False,23.0,5449.0,1.0,0.0,2.0,14.5,3.5,budget,missing features,0,2024-06,16.433333333333334
S-846d41,A-1986ca,2024-09-02,2026-02-12 22:02:11.429868,Enterprise,28,5572,66864,False,False,False,False,monthly,True,HealthTech,IN,Pro,20,2023-01-30,ads,False,82.0,22664.0,0.0,3.0,7.0,36.57142857142857,3.4,Active,No feedback,0,2023-01,17.6
S-9def16,A-c16101,2024-12-10,2026-02-12 22:02:11.429868,Enterprise,22,4378,52536,False,False,False,False,monthly,True,EdTech,IN,Basic,7,2024-09-06,other,False,66.0,18412.0,4.0,1.0,4.0,28.0,5.0,features,too expensive,0,2024-09,14.3
S-807f28,A-86fc1d,2024-11-05,2026-02-12 22:02:11.429868,Enterprise,26,5174,62088,False,False,False,False,monthly,False,DevTools,UK,Basic,26,2024-07-26,partner,False,57.0,12598.0,2.0,0.0,5.0,27.0,4.0,support,No feedback,0,2024-07,15.466666666666667
S-056775,A-ee42db,2024-06-19,2026-02-12 22:02:11.429868,Pro,115,5635,67620,False,True,False,False,annual,True,EdTech,DE,Enterprise,13,2023-04-25,ads,False,65.0,19559.0,3.0,0.0,4.0,33.75,3.0,pricing,too expensive,0,2023-04,20.1
S-39c024,A-7df7a7,2023-06-10,2026-02-12 22:02:11.429868,Pro,29,0,0,True,False,False,False,annual,True,DevTools,US,Basic,7,2023-01-28,organic,False,59.0,16130.0,6.0,0.0,3.0,28.0,4.0,budget,missing features,0,2023-01,32.6
S-9e450b,A-89ee83,2024-12-21,2024-12-31 00:00:00.000000,Enterprise,23,4577,54924,False,False,False,True,monthly,True,Cybersecurity,US,Pro,1,2024-10-04,organic,False,34.0,13893.0,1.0,1.0,5.0,21.8,4.0,Active,No feedback,1,2024-10,0.3333333333333333
S-e66964,A-e6afc1,2023-06-03,2026-02-12 22:02:11.429868,Basic,51,969,11628,False,False,False,False,monthly,False,DevTools,US,Pro,1,2023-02-24,ads,False,58.0,22830.0,3.0,1.0,0.0,0.0,4.0,Active,No feedback,0,2023-02,32.833333333333336
S-5a500d,A-592832,2024-09-26,2026-02-12 22:02:11.429868,Basic,30,0,0,True,False,False,False,annual,True,Cybersecurity,US,Basic,18,2024-09-25,organic,False,59.0,17990.0,0.0,0.0,3.0,32.666666666666664,5.0,support,switched to competitor,0,2024-09,16.8
S-62fe77,A-34ea2f,2024-09-07,2026-02-12 22:02:11.429868,Pro,23,1127,13524,False,False,False,False,annual,True,HealthTech,US,Enterprise,8,2024-08-15,organic,False,32.0,10507.0,0.0,1.0,8.0,35.25,3.8,unknown,too expensive,0,2024-08,17.433333333333334
S-3eb9c8,A-69fad4,2023-09-07,2024-02-11 00:00:00.000000,Basic,35,665,7980,False,False,False,True,monthly,True,FinTech,UK,Basic,6,2023-04-06,ads,False,30.0,14542.0,1.0,1.0,4.0,43.0,3.6666666666666665,support,No feedback,1,2023-04,5.233333333333333
S-6fa3a3,A-139c3b,2024-12-30,2026-02-12 22:02:11.429868,Pro,10,490,5880,False,False,False,False,annual,True,HealthTech,US,Enterprise,10,2024-11-21,organic,True,50.0,11567.0,3.0,0.0,9.0,28.444444444444443,4.5,Active,No feedback,0,2024-11,13.633333333333333
S-8e5d9f,A-922109,2024-07-17,2026-02-12 22:02:11.429868,Enterprise,41,8159,97908,False,False,False,False,monthly,True,Cybersecurity,US,Pro,3,2024-01-26,ads,False,34.0,14106.0,1.0,0.0,3.0,25.333333333333332,3.0,support,too expensive,0,2024-01,19.166666666666668
S-012ab9,A-b78bf8,2024-12-04,2026-02-12 22:02:11.429868,Basic,33,627,7524,False,False,False,False,monthly,True,DevTools,US,Pro,33,2024-11-15,event,False,64.0,16978.0,2.0,2.0,5.0,24.2,4.2,unknown,No feedback,0,2024-11,14.5
S-b12284,A-0158bb,2024-06-29,2026-02-12 22:02:11.429868,Basic,9,171,2052,False,False,False,False,annual,False,FinTech,DE,Basic,5,2024-05-22,partner,False,61.0,19820.0,1.0,0.0,1.0,32.0,3.0,Active,No feedback,0,2024-05,19.766666666666666
S-ae355b,A-378b99,2024-11-08,2026-02-12 22:02:11.429868,Enterprise,9,1791,21492,False,False,False,False,annual,True,EdTech,UK,Pro,8,2024-09-01,ads,True,31.0,2565.0,1.0,1.0,6.0,28.5,4.5,pricing,switched to competitor,0,2024-09,15.366666666666667
S-90432a,A-fe79a5,2024-12-04,2024-12-24 00:00:00.000000,Enterprise,9,1791,21492,False,False,False,True,annual,False,HealthTech,IN,Basic,9,2024-02-21,ads,True,37.0,7598.0,0.0,1.0,4.0,28.5,5.0,Active,No feedback,1,2024-02,0.6666666666666666
S-e04d93,A-5a215a,2024-05-27,2024-12-30 00:00:00.000000,Enterprise,87,17313,207756,False,False,False,True,monthly,True,EdTech,FR,Enterprise,87,2024-01-05,other,False,62.0,20543.0,6.0,0.0,4.0,29.5,4.0,Active,No feedback,1,2024-01,7.233333333333333
S-0f569f,A-781cc0,2024-09-18,2026-02-12 22:02:11.429868,Enterprise,12,2388,28656,False,False,False,False,monthly,True,EdTech,US,Pro,12,2024-09-04,organic,False,20.0,9730.0,0.0,0.0,4.0,57.5,3.6666666666666665,budget,too expensive,0,2024-09,17.066666666666666
S-6d6bde,A-068fc6,2024-10-14,2026-02-12 22:02:11.429868,Basic,35,665,7980,False,False,False,False,monthly,True,EdTech,US,Enterprise,35,2023-07-17,event,False,56.0,12378.0,2.0,0.0,5.0,38.8,4.333333333333333,Active,No feedback,0,2023-07,16.2
S-0cbce0,A-5b4ebb,2024-10-15,2026-02-12 22:02:11.429868,Pro,26,1274,15288,False,True,False,False,annual,True,Cybersecurity,UK,Basic,21,2024-07-10,other,True,34.0,5212.0,0.0,1.0,5.0,35.4,4.75,Active,No feedback,0,2024-07,16.166666666666668
S-93cf65,A-ff3c73,2023-07-19,2026-02-12 22:02:11.429868,Basic,21,0,0,True,False,False,False,annual,True,HealthTech,AU,Pro,21,2023-01-26,other,False,17.0,2539.0,0.0,0.0,2.0,35.5,3.5,competitor,missing features,0,2023-01,31.3
S-c3aa52,A-19b2c8,2024-08-30,2026-02-12 22:02:11.429868,Enterprise,20,0,0,True,True,False,False,monthly,False,DevTools,IN,Pro,20,2023-06-06,other,False,31.0,5237.0,1.0,0.0,3.0,29.333333333333332,4.666666666666667,pricing,missing features,0,2023-06,17.7
S-68dca1,A-4ae22a,2024-12-23,2026-02-12 22:02:11.429868,Basic,28,532,6384,False,False,False,False,annual,True,EdTech,US,Pro,6,2024-05-09,other,False,38.0,15196.0,4.0,0.0,3.0,14.333333333333334,3.0,pricing,No feedback,0,2024-05,13.866666666666667
S-a97ab5,A-e1b9cd,2024-09-28,2026-02-12 22:02:11.429868,Pro,40,0,0,True,False,False,False,annual,False,DevTools,US,Pro,40,2023-02-26,event,False,81.0,24959.0,4.0,2.0,1.0,35.0,3.0,unknown,switched to competitor,0,2023-02,16.733333333333334
S-c68e80,A-2bc93d,2024-03-26,2026-02-12 22:02:11.429868,Basic,95,1805,21660,False,False,False,False,monthly,True,HealthTech,US,Basic,14,2023-03-14,event,False,53.0,17527.0,6.0,0.0,2.0,12.0,4.5,pricing,missing features,0,2023-03,22.933333333333334
S-0c9fdd,A-5b4ebb,2024-12-16,2026-02-12 22:02:11.429868,Pro,30,1470,17640,False,False,False,False,annual,True,Cybersecurity,UK,Basic,21,2024-07-10,other,True,58.0,13394.0,2.0,0.0,5.0,35.4,4.75,Active,No feedback,0,2024-07,14.1
S-d64a4e,A-cc98bc,2023-10-24,2026-02-12 22:02:11.429868,Basic,32,608,7296,False,False,False,False,monthly,True,DevTools,US,Basic,32,2023-05-24,ads,False,31.0,12756.0,0.0,0.0,3.0,4.666666666666667,4.0,Active,No feedback,0,2023-05,28.066666666666666
S-efcb1e,A-118f1c,2024-12-10,2026-02-12 22:02:11.429868,Pro,32,0,0,True,False,False,False,annual,True,Cybersecurity,US,Pro,32,2024-10-31,other,False,28.0,8834.0,1.0,0.0,1.0,64.0,3.0,budget,No feedback,0,2024-10,14.3
S-3909f9,A-d4ac0e,2024-06-01,2026-02-12 22:02:11.429868,Pro,18,882,10584,False,False,False,False,annual,False,DevTools,UK,Basic,18,2024-04-20,ads,False,57.0,19624.0,7.0,1.0,4.0,21.0,3.5,Active,No feedback,0,2024-04,20.7
S-ab476e,A-7dacce,2024-11-28,2026-02-12 22:02:11.429868,Enterprise,67,13333,159996,False,False,False,False,annual,True,Cybersecurity,CA,Enterprise,12,2024-09-10,event,False,57.0,19044.0,0.0,0.0,4.0,32.5,3.6666666666666665,features,switched to competitor,0,2024-09,14.7
S-f5fcc9,A-40a557,2024-06-06,2026-02-12 22:02:11.429868,Pro,16,784,9408,False,False,False,False,monthly,True,Cybersecurity,AU,Pro,16,2023-12-03,partner,True,48.0,20018.0,2.0,0.0,7.0,30.571428571428573,3.6666666666666665,budget,switched to competitor,0,2023-12,20.533333333333335
S-804a70,A-4ef964,2024-07-28,2026-02-12 22:02:11.429868,Enterprise,17,3383,40596,False,False,False,False,monthly,True,HealthTech,US,Pro,17,2024-03-07,organic,False,77.0,24108.0,1.0,0.0,3.0,42.666666666666664,4.0,budget,too expensive,0,2024-03,18.8
S-834a48,A-86cdb4,2024-11-01,2026-02-12 22:02:11.429868,Basic,4,0,0,True,False,False,False,monthly,True,DevTools,DE,Basic,2,2024-09-22,partner,False,46.0,10916.0,0.0,0.0,5.0,26.4,4.333333333333333,Active,No feedback,0,2024-09,15.6
S-f6f308,A-3793ee,2023-11-20,2026-02-12 22:02:11.429868,Enterprise,49,0,0,True,True,False,False,annual,True,Cybersecurity,CA,Enterprise,49,2023-03-21,organic,True,45.0,15465.0,1.0,0.0,4.0,43.75,4.0,unknown,No feedback,0,2023-03,27.166666666666668
S-06fb77,A-96e141,2024-03-28,2026-02-12 22:02:11.429868,Pro,22,1078,12936,False,False,False,False,annual,True,DevTools,UK,Basic,14,2023-08-12,partner,False,39.0,11382.0,4.0,0.0,5.0,32.8,4.333333333333333,budget,too expensive,0,2023-08,22.866666666666667
S-5df64f,A-684255,2024-08-31,2026-02-12 22:02:11.429868,Enterprise,14,2786,33432,False,False,False,False,annual,True,FinTech,US,Enterprise,9,2024-04-14,ads,False,79.0,23087.0,7.0,0.0,4.0,14.25,4.666666666666667,unknown,too expensive,0,2024-04,17.666666666666668
S-cf12f4,A-4814a3,2024-09-27,2026-02-12 22:02:11.429868,Pro,87,4263,51156,False,True,False,False,monthly,True,Cybersecurity,IN,Basic,87,2024-09-17,event,False,36.0,9759.0,7.0,0.0,4.0,18.75,4.0,pricing,too expensive,0,2024-09,16.766666666666666
S-ee30bb,A-526d93,2024-04-19,2026-02-12 22:02:11.429868,Enterprise,43,8557,102684,False,True,False,False,monthly,False,HealthTech,FR,Basic,43,2024-04-14,organic,False,84.0,19206.0,3.0,1.0,5.0,51.4,3.5,features,missing features,0,2024-04,22.133333333333333
S-ff93b5,A-ba6516,2024-05-10,2026-02-12 22:02:11.429868,Basic,27,0,0,True,False,False,False,annual,True,FinTech,US,Pro,27,2023-10-29,ads,False,45.0,17500.0,2.0,2.0,6.0,31.5,4.0,budget,No feedback,0,2023-10,21.433333333333334
S-2db458,A-53f4e3,2024-09-21,2026-02-12 22:02:11.429868,Basic,22,418,5016,False,False,False,False,annual,True,Cybersecurity,UK,Enterprise,13,2024-06-14,event,False,37.0,6431.0,6.0,0.0,5.0,28.6,4.0,competitor,too expensive,0,2024-06,16.966666666666665
S-e505f2,A-bb2f49,2024-06-15,2026-02-12 22:02:11.429868,Pro,35,1715,20580,False,False,False,False,annual,True,Cybersecurity,US,Pro,8,2023-05-28,other,False,74.0,16754.0,5.0,0.0,3.0,22.333333333333332,4.0,Active,No feedback,0,2023-05,20.233333333333334
S-fcbe5a,A-e19ff6,2024-10-04,2026-02-12 22:02:11.429868,Pro,40,1960,23520,False,True,False,False,annual,True,Cybersecurity,UK,Enterprise,1,2023-07-28,partner,False,28.0,15204.0,0.0,0.0,3.0,30.666666666666668,4.666666666666667,unknown,missing features,0,2023-07,16.533333333333335
S-d49a8f,A-f92792,2024-09-30,2026-02-12 22:02:11.429868,Enterprise,24,4776,57312,False,False,False,False,annual,True,FinTech,US,Pro,1,2024-07-04,ads,False,46.0,20973.0,4.0,1.0,2.0,45.0,4.0,features,No feedback,0,2024-07,16.666666666666668
S-b120fb,A-f51f16,2024-04-01,2024-08-23 00:00:00.000000,Pro,1,49,588,False,False,False,True,annual,False,HealthTech,US,Enterprise,1,2023-12-25,partner,False,75.0,32547.0,7.0,0.0,4.0,29.25,3.0,competitor,too expensive,1,2023-12,4.8
S-6c7bd8,A-7f8241,2024-06-16,2026-02-12 22:02:11.429868,Enterprise,36,7164,85968,False,False,False,False,monthly,True,EdTech,US,Pro,34,2023-03-14,organic,False,59.0,27952.0,6.0,0.0,1.0,36.0,3.0,Active,No feedback,0,2023-03,20.2
S-ca321d,A-7920cc,2024-10-29,2026-02-12 22:02:11.429868,Pro,39,1911,22932,False,False,False,False,monthly,True,Cybersecurity,FR,Pro,39,2023-11-23,ads,False,39.0,16150.0,0.0,0.0,7.0,32.857142857142854,4.333333333333333,Active,No feedback,0,2023-11,15.7
S-7cd9fa,A-d40bf7,2024-12-29,2026-02-12 22:02:11.429868,Basic,59,1121,13452,False,False,False,False,monthly,True,FinTech,IN,Basic,59,2024-11-08,organic,False,35.0,6245.0,0.0,1.0,2.0,20.5,5.0,Active,No feedback,0,2024-11,13.666666666666666
S-2a53d5,A-5a184f,2023-09-03,2026-02-12 22:02:11.429868,Basic,74,1406,16872,False,False,False,False,annual,True,DevTools,DE,Enterprise,1,2023-06-19,other,False,73.0,22217.0,4.0,0.0,3.0,15.333333333333334,4.333333333333333,support,missing features,0,2023-06,29.766666666666666
S-101324,A-8145a0,2023-09-29,2026-02-12 22:02:11.429868,Enterprise,24,4776,57312,False,False,False,False,monthly,True,Cybersecurity,AU,Basic,2,2023-04-25,partner,True,63.0,14807.0,5.0,0.0,6.0,23.666666666666668,4.0,features,missing features,0,2023-04,28.9
S-307a21,A-940b8b,2024-05-02,2026-02-12 22:02:11.429868,Basic,56,1064,12768,False,False,False,False,monthly,False,HealthTech,DE,Basic,1,2024-03-19,organic,False,20.0,6048.0,4.0,0.0,3.0,41.333333333333336,4.0,Active,No feedback,0,2024-03,21.7
S-f30081,A-cb5333,2024-04-01,2026-02-12 22:02:11.429868,Enterprise,33,6567,78804,False,False,False,False,annual,True,DevTools,US,Pro,33,2024-03-26,ads,False,14.0,5360.0,2.0,0.0,4.0,30.75,3.0,features,too expensive,0,2024-03,22.733333333333334
S-d3e724,A-dec005,2024-08-24,2026-02-12 22:02:11.429868,Basic,26,494,5928,False,False,False,False,monthly,True,HealthTech,US,Pro,21,2023-10-13,partner,False,46.0,15204.0,0.0,1.0,2.0,59.0,3.0,support,missing features,0,2023-10,17.9
S-713e06,A-4e631b,2024-11-06,2026-02-12 22:02:11.429868,Enterprise,26,5174,62088,False,False,False,False,annual,True,FinTech,US,Enterprise,22,2024-03-16,other,False,64.0,25363.0,4.0,0.0,2.0,24.5,4.0,Active,No feedback,0,2024-03,15.433333333333334
S-e977e4,A-80eeb6,2023-08-25,2026-02-12 22:02:11.429868,Enterprise,22,4378,52536,False,True,False,False,monthly,True,Cybersecurity,UK,Enterprise,22,2023-05-09,organic,False,58.0,20028.0,4.0,0.0,4.0,40.25,3.6666666666666665,features,missing features,0,2023-05,30.066666666666666
S-9464f8,A-eb7fac,2024-10-22,2026-02-12 22:02:11.429868,Basic,26,494,5928,False,False,False,False,monthly,True,DevTools,US,Enterprise,7,2023-10-28,organic,False,46.0,17133.0,4.0,0.0,4.0,34.0,4.0,unknown,switched to competitor,0,2023-10,15.933333333333334
S-3473af,A-d77f4c,2024-10-10,2026-02-12 22:02:11.429868,Basic,8,152,1824,False,True,False,False,monthly,True,DevTools,US,Pro,4,2023-09-25,partner,True,65.0,18667.0,0.0,0.0,2.0,31.0,4.0,unknown,too expensive,0,2023-09,16.333333333333332
S-2565f0,A-6a4e2d,2023-07-09,2026-02-12 22:02:11.429868,Basic,54,1026,12312,False,False,False,False,annual,False,EdTech,UK,Pro,9,2023-04-07,partner,False,67.0,29829.0,3.0,0.0,2.0,18.5,4.5,budget,No feedback,0,2023-04,31.633333333333333
S-769f70,A-016043,2024-09-28,2026-02-12 22:02:11.429868,Basic,13,247,2964,False,False,False,False,monthly,True,EdTech,CA,Basic,4,2024-07-31,organic,True,36.0,15111.0,2.0,0.0,3.0,30.333333333333332,4.0,competitor,switched to competitor,0,2024-07,16.733333333333334
S-d48577,A-7cfe77,2024-07-30,2026-02-12 22:02:11.429868,Pro,69,3381,40572,False,False,True,False,annual,True,DevTools,US,Pro,69,2024-07-10,ads,False,26.0,4806.0,0.0,0.0,7.0,30.714285714285715,3.5,features,missing features,0,2024-07,18.733333333333334
S-703faf,A-b7724f,2024-09-20,2024-11-19 00:00:00.000000,Basic,10,190,2280,False,False,False,True,monthly,False,HealthTech,UK,Basic,1,2023-03-28,organic,False,42.0,12765.0,3.0,0.0,3.0,28.666666666666668,3.0,competitor,switched to competitor,1,2023-03,2.0
S-a3dc1e,A-5c9849,2024-12-04,2026-02-12 22:02:11.429868,Enterprise,19,0,0,True,True,False,False,monthly,True,EdTech,IN,Basic,19,2024-11-03,partner,False,42.0,10360.0,3.0,0.0,4.0,59.5,4.0,unknown,too expensive,0,2024-11,14.5
S-ac1f01,A-e693b6,2024-03-14,2026-02-12 22:02:11.429868,Enterprise,55,10945,131340,False,False,False,False,monthly,True,FinTech,AU,Enterprise,55,2023-05-25,event,False,61.0,18594.0,2.0,0.0,1.0,1.0,3.0,budget,missing features,0,2023-05,23.333333333333332
S-e6ce29,A-76fa4d,2024-12-05,2026-02-12 22:02:11.429868,Enterprise,69,13731,164772,False,False,False,False,monthly,False,HealthTech,US,Pro,69,2024-11-24,event,False,55.0,18697.0,5.0,0.0,5.0,33.4,4.5,unknown,too expensive,0,2024-11,14.466666666666667
S-00866d,A-05f0e5,2023-10-31,2026-02-12 22:02:11.429868,Basic,32,608,7296,False,False,False,False,annual,True,FinTech,US,Basic,32,2023-05-04,partner,False,37.0,1955.0,2.0,0.0,4.0,20.0,4.0,features,missing features,0,2023-05,27.833333333333332
S-b7c825,A-9174e0,2024-12-21,2026-02-12 22:02:11.429868,Enterprise,68,0,0,True,False,False,False,monthly,False,Cybersecurity,US,Basic,37,2024-12-04,partner,False,24.0,8809.0,4.0,0.0,2.0,39.0,5.0,Active,No feedback,0,2024-12,13.933333333333334
S-22c99d,A-5a215a,2024-03-08,2026-02-12 22:02:11.429868,Enterprise,87,0,0,True,False,False,False,monthly,True,EdTech,FR,Enterprise,87,2024-01-05,other,False,0.0,0.0,0.0,0.0,4.0,29.5,4.0,Active,No feedback,0,2024-01,23.533333333333335
S-329db8,A-8b25f2,2024-05-22,2026-02-12 22:02:11.429868,Pro,12,588,7056,False,False,False,False,monthly,True,Cybersecurity,US,Pro,6,2024-02-17,ads,False,66.0,15530.0,2.0,0.0,2.0,35.5,4.0,Active,No feedback,0,2024-02,21.033333333333335
